id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
TUCUMAN_JUAN BAUTISTA ALBERDI,"Alberdi, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.98,3.3,0.85,70.95,4.77,0.4,14.74,1.38,0.45,0.17,475,525,136,11294,759,64,2346,220,72,27,79.41,20533,16305,1.18,0.17,1.02,193.0,28.0,166.0,TUCUMAN
TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,1.51,2.18,0.56,83.06,4.9,0.26,6.24,0.88,0.24,0.18,325,470,120,17912,1057,56,1345,189,52,38,79.32,27877,22112,1.5,0.47,0.51,331.0,105.0,112.0,TUCUMAN
TUCUMAN_CAPITAL,"Capital, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,6.23,8.46,3.0,53.5,7.45,0.85,17.26,2.81,0.24,0.2,18960,25744,9117,162700,22661,2600,52489,8536,718,611,79.26,404417,320558,2.7,0.52,1.9,8642.0,1679.0,6101.0,TUCUMAN
TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,3.72,4.27,0.96,67.9,5.79,0.54,15.02,1.36,0.3,0.15,1659,1907,429,30322,2585,242,6705,608,132,66,81.83,56266,46041,1.61,0.31,1.09,742.0,142.0,502.0,TUCUMAN
TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,3.12,3.5,1.41,77.65,3.47,0.48,8.7,1.28,0.21,0.18,3075,3444,1393,76469,3419,471,8567,1263,203,178,82.31,124191,102219,2.1,0.43,1.12,2150.0,442.0,1145.0,TUCUMAN
TUCUMAN_FAMAILLA,"Famailla, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,3.06,3.77,1.23,73.41,4.65,0.48,11.71,1.3,0.2,0.2,546,672,219,13100,830,86,2089,232,35,36,79.19,23358,18498,1.91,0.65,0.97,353.0,121.0,179.0,TUCUMAN
TUCUMAN_GRANEROS,"Graneros, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,1.09,1.19,0.3,86.49,2.66,0.02,7.5,0.55,0.14,0.06,87,95,24,6919,213,2,600,44,11,5,80.11,10169,8146,1.3,0.11,0.38,106.0,9.0,31.0,TUCUMAN
TUCUMAN_LA COCHA,"La Cocha, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,1.82,3.11,0.65,75.88,5.32,0.25,11.73,1.0,0.14,0.1,174,297,62,7252,508,24,1121,96,13,10,81.74,12022,9827,1.68,0.09,0.98,165.0,9.0,96.0,TUCUMAN
TUCUMAN_LEALES,"Leales, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.16,2.48,0.87,80.29,3.38,0.36,9.26,0.82,0.2,0.17,686,790,276,25541,1076,116,2946,262,63,55,82.88,40369,33456,1.48,2.39,1.06,494.0,798.0,353.0,TUCUMAN
TUCUMAN_LULES,"Lules, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.72,4.53,1.92,71.65,4.39,0.31,13.03,1.14,0.19,0.11,856,1423,605,22528,1380,98,4097,360,61,34,81.84,39991,32729,2.39,0.27,1.27,782.0,90.0,415.0,TUCUMAN
TUCUMAN_MONTEROS,"Monteros, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.72,3.77,1.66,76.27,3.97,0.36,10.13,0.93,0.13,0.08,1005,1393,615,28216,1468,133,3746,345,48,28,84.22,45301,38154,1.51,0.8,0.72,576.0,306.0,275.0,TUCUMAN
TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,2.21,2.99,0.77,78.55,3.6,0.69,9.97,1.0,0.13,0.1,673,909,233,23903,1097,211,3033,304,40,29,83.18,37425,31130,1.37,0.18,0.7,425.0,56.0,217.0,TUCUMAN
TUCUMAN_SIMOCA,"Simoca, Tucuman",ALIANZA FRENTE PARA LA VICTORIA,1.23,1.69,0.54,78.17,2.66,0.3,14.55,0.59,0.11,0.17,230,317,101,14663,498,56,2730,111,20,31,80.71,23955,19335,1.22,1.25,0.53,235.0,241.0,102.0,TUCUMAN
