id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
BUENOS AIRES_GENERAL SAN MARTIN,"General San Martin, Buenos Aires",UNION POR LA PATRIA,3.78,0.18,0.22,1.05,30.18,25.02,0.43,0.01,0.54,0.59,0.26,1.1,0.17,0.09,36.37,8304.0,405.0,474.0,2311.0,66338.0,55002.0,952.0,20.0,1180.0,1304.0,569.0,2426.0,384.0,194.0,79949.0,66.39,351756,233536,4.78,0.13,0.97,11155,308,BUENOS AIRES
BUENOS AIRES_GENERAL VIAMONTE,"General Viamonte, Buenos Aires",JUNTOS POR EL CAMBIO,0.72,0.23,0.11,0.99,40.64,25.32,0.12,0.14,0.24,0.11,0.04,1.16,0.06,0.06,30.07,76.0,24.0,12.0,105.0,4306.0,2683.0,13.0,15.0,25.0,12.0,4.0,123.0,6.0,6.0,3186.0,72.47,15858,11492,7.21,0.01,0.57,829,1,BUENOS AIRES
BUENOS AIRES_GENERAL VILLEGAS,"General Villegas, Buenos Aires",JUNTOS POR EL CAMBIO,0.56,0.27,0.2,3.64,43.32,31.63,0.07,0.13,0.16,0.13,0.04,0.48,0.07,0.0,19.3,89.0,43.0,31.0,576.0,6850.0,5001.0,11.0,21.0,25.0,20.0,6.0,76.0,11.0,0.0,3051.0,69.97,25523,17859,10.62,0.22,0.63,1897,39,BUENOS AIRES
BUENOS AIRES_GUAMINI,"Guamini, Buenos Aires",JUNTOS POR EL CAMBIO,0.79,0.0,0.03,1.69,40.09,26.14,0.16,0.26,0.24,0.11,0.06,0.37,0.0,0.0,30.04,49.0,0.0,2.0,105.0,2489.0,1623.0,10.0,16.0,15.0,7.0,4.0,23.0,0.0,0.0,1865.0,68.22,10090,6883,9.3,0.28,0.23,640,19,BUENOS AIRES
BUENOS AIRES_HIPOLITO YRIGOYEN,"Hipolito Yrigoyen, Buenos Aires",JUNTOS POR EL CAMBIO,0.83,0.39,0.16,1.22,40.0,25.84,0.14,0.22,0.12,0.1,0.14,0.49,0.1,0.04,30.2,41.0,19.0,8.0,60.0,1972.0,1274.0,7.0,11.0,6.0,5.0,7.0,24.0,5.0,2.0,1489.0,65.78,8249,5426,8.29,0.15,0.7,450,8,BUENOS AIRES
BUENOS AIRES_HURLINGHAM,"Hurlingham, Buenos Aires",UNION POR LA PATRIA,3.57,0.15,0.19,0.92,27.79,23.78,0.35,0.05,0.45,0.5,0.37,1.02,0.23,0.13,40.48,3585.0,152.0,196.0,921.0,27947.0,23914.0,356.0,55.0,455.0,506.0,368.0,1027.0,227.0,133.0,40707.0,67.93,158050,107357,5.2,0.19,0.95,5581,209,BUENOS AIRES
BUENOS AIRES_ITUZAINGO,"Ituzaingo, Buenos Aires",UNION POR LA PATRIA,4.52,0.13,0.29,1.28,32.29,23.76,0.51,0.12,0.47,0.44,0.31,1.28,0.27,0.12,34.23,4498.0,129.0,289.0,1270.0,32133.0,23645.0,510.0,116.0,469.0,438.0,305.0,1269.0,270.0,115.0,34068.0,70.94,147918,104937,4.33,0.14,0.69,4546,145,BUENOS AIRES
BUENOS AIRES_JOSE C. PAZ,"Jose C. Paz, Buenos Aires",UNION POR LA PATRIA,4.64,0.29,0.35,1.01,20.1,29.47,0.57,0.32,0.51,0.5,0.28,0.83,0.49,0.19,40.45,6143.0,382.0,467.0,1344.0,26631.0,39038.0,751.0,420.0,675.0,663.0,370.0,1094.0,649.0,252.0,53585.0,62.7,229719,144035,7.01,0.15,0.88,10095,215,BUENOS AIRES
BUENOS AIRES_JUNIN,"Junin, Buenos Aires",JUNTOS POR EL CAMBIO,1.68,0.02,0.2,2.26,38.08,27.5,0.31,0.24,0.42,0.33,0.27,1.32,0.09,0.0,27.27,894.0,11.0,109.0,1206.0,20282.0,14647.0,164.0,128.0,223.0,178.0,143.0,702.0,50.0,1.0,14525.0,69.25,82075,56833,5.29,0.02,0.96,3008,14,BUENOS AIRES
BUENOS AIRES_LA COSTA,"La Costa, Buenos Aires",JUNTOS POR EL CAMBIO,2.48,0.0,0.17,1.47,34.59,27.81,0.32,0.22,0.32,0.4,0.23,0.72,0.09,0.0,31.17,1124.0,2.0,76.0,668.0,15676.0,12605.0,145.0,101.0,144.0,183.0,103.0,327.0,39.0,0.0,14126.0,63.08,79289,50016,8.17,0.35,0.88,4085,174,BUENOS AIRES
BUENOS AIRES_LA MATANZA,"La Matanza, Buenos Aires",UNION POR LA PATRIA,5.04,0.17,0.37,0.91,22.51,25.14,0.39,0.17,0.48,0.54,0.28,1.11,0.3,0.07,42.54,32255.0,1063.0,2385.0,5840.0,144149.0,161020.0,2488.0,1112.0,3043.0,3434.0,1804.0,7130.0,1906.0,418.0,272435.0,66.76,1044852,697568,7.17,0.16,0.86,49990,1125,BUENOS AIRES
BUENOS AIRES_LA PLATA,"La Plata, Buenos Aires",JUNTOS POR EL CAMBIO,4.39,0.24,0.23,1.07,37.81,20.88,0.46,0.17,0.48,0.38,0.18,0.89,0.23,0.1,32.48,15982.0,871.0,821.0,3895.0,137528.0,75963.0,1678.0,606.0,1760.0,1381.0,663.0,3255.0,847.0,379.0,118141.0,68.19,566757,386486,4.84,0.12,0.91,18700,481,BUENOS AIRES
BUENOS AIRES_LANUS,"Lanus, Buenos Aires",UNION POR LA PATRIA,4.33,0.18,0.18,1.0,32.2,21.56,0.47,0.07,0.51,0.47,0.26,1.12,0.27,0.08,37.29,10612.0,451.0,447.0,2448.0,78993.0,52895.0,1148.0,175.0,1258.0,1162.0,638.0,2740.0,663.0,201.0,91482.0,69.03,376863,260138,4.76,0.18,0.76,12373,476,BUENOS AIRES
BUENOS AIRES_LAPRIDA,"Laprida, Buenos Aires",UNION POR LA PATRIA,0.64,0.0,0.1,0.75,36.7,21.34,0.03,0.19,0.18,0.18,0.05,1.08,0.0,0.0,38.77,40.0,0.0,6.0,47.0,2305.0,1340.0,2.0,12.0,11.0,11.0,3.0,68.0,0.0,0.0,2435.0,68.61,9880,6779,6.64,0.1,0.62,450,7,BUENOS AIRES
BUENOS AIRES_LAS FLORES,"Las Flores, Buenos Aires",JUNTOS POR EL CAMBIO,1.19,0.08,0.16,1.43,35.51,27.64,0.21,0.29,0.45,0.14,0.12,0.48,0.0,0.01,32.29,156.0,10.0,21.0,188.0,4670.0,3635.0,28.0,38.0,59.0,19.0,16.0,63.0,0.0,1.0,4246.0,65.6,22408,14699,9.81,0.18,0.54,1442,27,BUENOS AIRES
BUENOS AIRES_LEANDRO N. ALEM,"Leandro N. Alem, Buenos Aires",UNION POR LA PATRIA,0.79,0.02,0.14,1.22,35.15,24.33,0.12,0.28,0.3,0.16,0.07,0.38,0.07,0.02,36.96,79.0,2.0,14.0,123.0,3533.0,2446.0,12.0,28.0,30.0,16.0,7.0,38.0,7.0,2.0,3715.0,73.51,15112,11109,8.98,0.1,0.43,998,11,BUENOS AIRES
BUENOS AIRES_LEZAMA,"Lezama, Buenos Aires",JUNTOS POR EL CAMBIO,1.1,0.0,0.29,1.16,44.21,25.62,0.1,0.13,0.32,0.16,0.03,0.32,0.0,0.0,26.56,34.0,0.0,9.0,36.0,1370.0,794.0,3.0,4.0,10.0,5.0,1.0,10.0,0.0,0.0,823.0,68.6,4962,3404,8.58,0.09,0.29,292,3,BUENOS AIRES
BUENOS AIRES_LINCOLN,"Lincoln, Buenos Aires",JUNTOS POR EL CAMBIO,1.23,0.25,0.19,2.14,40.83,25.16,0.17,0.14,0.21,0.23,0.12,0.62,0.05,0.0,28.65,297.0,60.0,46.0,514.0,9819.0,6051.0,40.0,34.0,50.0,56.0,30.0,149.0,13.0,1.0,6889.0,68.57,38450,26365,8.01,0.17,0.6,2113,44,BUENOS AIRES
BUENOS AIRES_LOBERIA,"Loberia, Buenos Aires",JUNTOS POR EL CAMBIO,0.84,0.0,0.06,1.09,40.86,23.8,0.19,0.26,0.25,0.1,0.07,0.4,0.06,0.0,32.03,73.0,0.0,5.0,95.0,3571.0,2080.0,17.0,23.0,22.0,9.0,6.0,35.0,5.0,0.0,2799.0,66.11,14902,9851,9.81,0.27,1.2,966,27,BUENOS AIRES
BUENOS AIRES_LOBOS,"Lobos, Buenos Aires",JUNTOS POR EL CAMBIO,1.5,0.28,0.11,1.36,43.11,26.37,0.15,0.11,0.32,0.48,0.08,0.61,0.2,0.09,25.23,330.0,61.0,25.0,300.0,9475.0,5797.0,33.0,24.0,70.0,106.0,18.0,133.0,43.0,20.0,5546.0,72.7,32988,23982,8.04,0.03,0.28,1927,7,BUENOS AIRES
BUENOS AIRES_LOMAS DE ZAMORA,"Lomas De Zamora, Buenos Aires",UNION POR LA PATRIA,4.18,0.29,0.26,1.19,27.17,24.24,0.49,0.18,0.49,0.46,0.24,1.06,0.24,0.15,39.35,13887.0,975.0,878.0,3963.0,90264.0,80533.0,1630.0,611.0,1642.0,1528.0,785.0,3537.0,795.0,482.0,130761.0,69.31,512722,355370,5.32,0.14,1.04,18904,482,BUENOS AIRES
BUENOS AIRES_LUJAN,"Lujan, Buenos Aires",JUNTOS POR EL CAMBIO,2.78,0.27,0.29,0.83,34.78,27.08,0.3,0.1,0.41,0.41,0.18,0.6,0.23,0.06,31.68,1628.0,157.0,172.0,485.0,20334.0,15832.0,176.0,59.0,240.0,242.0,103.0,350.0,133.0,36.0,18523.0,66.73,95668,63836,7.61,0.06,0.73,4858,41,BUENOS AIRES
BUENOS AIRES_MAGDALENA,"Magdalena, Buenos Aires",JUNTOS POR EL CAMBIO,1.45,0.29,0.07,1.1,43.33,25.8,0.23,0.18,0.24,0.16,0.17,0.35,0.26,0.22,26.16,148.0,30.0,7.0,112.0,4431.0,2639.0,24.0,18.0,25.0,16.0,17.0,36.0,27.0,22.0,2675.0,73.9,15860,11720,12.44,0.05,0.25,1458,6,BUENOS AIRES
BUENOS AIRES_MAIPU,"Maipu, Buenos Aires",JUNTOS POR EL CAMBIO,1.06,0.0,0.06,0.68,44.61,23.3,0.05,0.12,0.15,0.14,0.02,0.35,0.03,0.0,29.44,70.0,0.0,4.0,45.0,2956.0,1544.0,3.0,8.0,10.0,9.0,1.0,23.0,2.0,0.0,1951.0,70.0,10235,7165,6.64,0.25,0.63,476,18,BUENOS AIRES
BUENOS AIRES_MALVINAS ARGENTINAS,"Malvinas Argentinas, Buenos Aires",UNION POR LA PATRIA,4.02,0.26,0.28,0.91,21.51,28.85,0.48,0.12,0.39,0.92,0.28,0.88,0.26,0.13,40.7,7188.0,474.0,494.0,1626.0,38489.0,51629.0,863.0,214.0,696.0,1641.0,496.0,1579.0,472.0,238.0,72830.0,68.76,279450,192137,6.19,0.13,0.55,11886,258,BUENOS AIRES
BUENOS AIRES_MAR CHIQUITA,"Mar Chiquita, Buenos Aires",UNION POR LA PATRIA,2.01,0.19,0.14,0.88,29.54,25.19,0.22,0.18,0.31,0.69,0.16,0.54,0.07,0.0,39.85,402.0,39.0,28.0,177.0,5910.0,5039.0,45.0,36.0,63.0,138.0,33.0,109.0,15.0,1.0,7972.0,68.09,31604,21520,6.2,0.16,0.67,1334,35,BUENOS AIRES
BUENOS AIRES_MARCOS PAZ,"Marcos Paz, Buenos Aires",UNION POR LA PATRIA,2.92,0.4,0.19,1.66,25.05,25.93,0.32,0.18,0.32,0.74,0.27,0.69,0.36,0.17,40.79,812.0,110.0,53.0,462.0,6960.0,7203.0,89.0,51.0,90.0,206.0,75.0,191.0,100.0,47.0,11333.0,64.56,48656,31414,10.68,0.25,0.64,3354,77,BUENOS AIRES
BUENOS AIRES_MERCEDES,"Mercedes, Buenos Aires",JUNTOS POR EL CAMBIO,2.14,0.32,0.19,0.87,36.94,26.64,0.21,0.11,0.28,0.17,0.45,1.02,0.18,0.12,30.36,851.0,127.0,74.0,345.0,14661.0,10570.0,84.0,45.0,110.0,68.0,177.0,404.0,72.0,48.0,12048.0,72.96,58315,42548,5.92,0.06,0.76,2518,24,BUENOS AIRES
BUENOS AIRES_MERLO,"Merlo, Buenos Aires",UNION POR LA PATRIA,5.23,0.33,0.38,1.27,22.13,27.45,0.53,0.06,0.52,1.11,0.38,1.05,0.26,0.18,39.13,12781.0,814.0,918.0,3104.0,54055.0,67039.0,1289.0,136.0,1271.0,2718.0,932.0,2574.0,628.0,436.0,95569.0,62.8,425883,267440,7.78,0.16,0.72,20809,430,BUENOS AIRES
BUENOS AIRES_MONTE,"Monte, Buenos Aires",JUNTOS POR EL CAMBIO,1.38,0.01,0.23,1.14,45.03,25.83,0.22,0.28,0.26,0.15,0.14,0.62,0.09,0.02,24.6,171.0,1.0,28.0,141.0,5580.0,3201.0,27.0,35.0,32.0,19.0,17.0,77.0,11.0,3.0,3048.0,67.56,20205,13650,8.15,0.18,0.89,1113,25,BUENOS AIRES
BUENOS AIRES_MONTE HERMOSO,"Monte Hermoso, Buenos Aires",UNION POR LA PATRIA,1.65,0.0,0.2,0.92,29.08,23.44,0.18,0.12,0.41,0.14,0.12,0.92,0.0,0.0,42.81,93.0,0.0,11.0,52.0,1640.0,1322.0,10.0,7.0,23.0,8.0,7.0,52.0,0.0,0.0,2414.0,65.68,9306,6112,7.12,0.23,0.39,435,14,BUENOS AIRES
BUENOS AIRES_MORENO,"Moreno, Buenos Aires",UNION POR LA PATRIA,4.19,0.1,0.3,0.86,19.37,28.32,0.41,0.03,0.41,0.68,0.29,0.71,0.27,0.15,43.9,8893.0,207.0,639.0,1827.0,41119.0,60140.0,879.0,74.0,879.0,1434.0,618.0,1504.0,574.0,321.0,93220.0,63.93,362254,231579,7.57,0.15,0.6,17527,343,BUENOS AIRES
BUENOS AIRES_MORON,"Moron, Buenos Aires",JUNTOS POR EL CAMBIO,4.5,0.09,0.19,1.38,35.64,23.44,0.52,0.09,0.5,0.41,0.24,1.34,0.28,0.11,31.25,8412.0,177.0,363.0,2578.0,66562.0,43779.0,980.0,165.0,943.0,766.0,446.0,2507.0,519.0,202.0,58353.0,70.5,278156,196093,3.63,0.11,1.02,7113,223,BUENOS AIRES
BUENOS AIRES_NAVARRO,"Navarro, Buenos Aires",JUNTOS POR EL CAMBIO,0.74,0.31,0.67,0.98,37.4,25.59,0.11,0.12,0.17,0.12,0.06,1.03,0.17,0.15,32.38,77.0,32.0,70.0,102.0,3909.0,2675.0,11.0,13.0,18.0,13.0,6.0,108.0,18.0,16.0,3384.0,75.27,15629,11764,10.21,0.04,0.9,1201,5,BUENOS AIRES
BUENOS AIRES_NECOCHEA,"Necochea, Buenos Aires",JUNTOS POR EL CAMBIO,2.04,0.01,0.16,1.8,39.38,32.19,0.19,0.22,0.4,0.32,0.16,0.65,0.07,0.0,22.41,995.0,4.0,77.0,876.0,19212.0,15706.0,95.0,108.0,193.0,155.0,78.0,319.0,34.0,1.0,10931.0,63.63,86708,55169,10.59,0.13,0.85,5845,72,BUENOS AIRES
BUENOS AIRES_OLAVARRIA,"Olavarria, Buenos Aires",JUNTOS POR EL CAMBIO,2.85,0.0,0.19,1.74,33.1,31.18,0.32,0.31,0.41,0.25,0.22,1.08,0.0,0.0,28.33,1779.0,3.0,116.0,1088.0,20640.0,19447.0,197.0,193.0,258.0,158.0,138.0,675.0,2.0,2.0,17667.0,69.12,98276,67931,6.87,0.14,1.18,4667,97,BUENOS AIRES
BUENOS AIRES_PATAGONES,"Patagones, Buenos Aires",UNION POR LA PATRIA,1.5,0.01,0.19,0.98,31.97,31.66,0.29,0.22,0.42,0.17,0.06,0.25,0.02,0.0,32.25,250.0,2.0,32.0,163.0,5325.0,5274.0,49.0,37.0,70.0,29.0,10.0,41.0,3.0,0.0,5373.0,63.73,28563,18204,7.44,0.21,0.84,1355,38,BUENOS AIRES
BUENOS AIRES_PEHUAJO,"Pehuajo, Buenos Aires",JUNTOS POR EL CAMBIO,1.44,0.0,0.14,1.35,38.03,26.09,0.16,0.31,0.35,0.19,0.15,0.56,0.07,0.0,31.15,335.0,0.0,33.0,313.0,8826.0,6055.0,37.0,71.0,82.0,43.0,35.0,130.0,16.0,0.0,7229.0,70.96,35986,25534,7.73,0.13,1.26,1973,33,BUENOS AIRES
BUENOS AIRES_PELLEGRINI,"Pellegrini, Buenos Aires",JUNTOS POR EL CAMBIO,0.28,0.0,0.19,1.15,41.85,26.29,0.12,0.25,0.16,0.19,0.06,0.12,0.0,0.0,29.34,9.0,0.0,6.0,37.0,1342.0,843.0,4.0,8.0,5.0,6.0,2.0,4.0,0.0,0.0,941.0,67.31,5261,3541,8.67,0.11,0.65,307,4,BUENOS AIRES
BUENOS AIRES_PERGAMINO,"Pergamino, Buenos Aires",JUNTOS POR EL CAMBIO,1.64,0.33,0.16,1.54,43.04,28.89,0.26,0.22,0.33,1.24,0.31,0.64,0.03,0.0,21.36,958.0,194.0,96.0,901.0,25118.0,16859.0,149.0,130.0,191.0,722.0,179.0,376.0,18.0,1.0,12462.0,68.12,91802,62532,5.52,0.05,1.11,3452,34,BUENOS AIRES
BUENOS AIRES_PILA,"Pila, Buenos Aires",UNION POR LA PATRIA,0.34,0.0,0.0,1.41,32.42,24.53,0.13,0.21,0.3,0.13,0.09,0.51,0.0,0.0,39.93,8.0,0.0,0.0,33.0,760.0,575.0,3.0,5.0,7.0,3.0,2.0,12.0,0.0,0.0,936.0,72.56,3608,2618,9.63,0.27,0.57,252,7,BUENOS AIRES
BUENOS AIRES_PILAR,"Pilar, Buenos Aires",UNION POR LA PATRIA,2.72,0.26,0.4,0.79,26.65,31.17,0.27,0.01,0.32,0.42,0.21,0.68,0.17,0.16,35.78,4763.0,459.0,701.0,1390.0,46662.0,54580.0,470.0,13.0,557.0,727.0,368.0,1191.0,299.0,277.0,62658.0,69.03,274526,189495,6.62,0.23,0.74,12543,427,BUENOS AIRES
BUENOS AIRES_PINAMAR,"Pinamar, Buenos Aires",JUNTOS POR EL CAMBIO,1.56,0.02,0.11,0.89,37.01,32.44,0.22,0.16,0.27,0.23,0.13,0.65,0.02,0.0,26.29,267.0,3.0,19.0,153.0,6349.0,5564.0,37.0,27.0,47.0,40.0,23.0,111.0,4.0,0.0,4509.0,61.41,30178,18531,6.0,0.23,1.21,1112,42,BUENOS AIRES
BUENOS AIRES_PRESIDENTE PERON,"Presidente Peron, Buenos Aires",UNION POR LA PATRIA,4.47,0.34,0.37,1.26,18.66,31.49,0.46,0.02,0.64,0.58,0.49,1.19,0.02,0.02,39.98,1815.0,138.0,150.0,511.0,7572.0,12782.0,186.0,7.0,261.0,236.0,200.0,485.0,10.0,7.0,16226.0,64.82,70766,45868,10.54,0.07,0.9,4835,32,BUENOS AIRES
BUENOS AIRES_PUAN,"Puan, Buenos Aires",JUNTOS POR EL CAMBIO,1.78,0.0,0.21,1.71,50.47,30.0,0.26,0.35,0.56,0.2,0.2,1.34,0.0,0.0,12.9,166.0,0.0,20.0,160.0,4709.0,2799.0,24.0,33.0,52.0,19.0,19.0,125.0,0.0,0.0,1204.0,70.78,14360,10164,6.95,0.31,0.94,706,32,BUENOS AIRES
BUENOS AIRES_PUNTA INDIO,"Punta Indio, Buenos Aires",JUNTOS POR EL CAMBIO,1.45,0.25,0.15,1.09,39.09,25.81,0.26,0.14,0.23,0.18,0.11,0.54,0.17,0.14,30.38,94.0,16.0,10.0,71.0,2540.0,1677.0,17.0,9.0,15.0,12.0,7.0,35.0,11.0,9.0,1974.0,70.12,10253,7189,8.79,0.08,0.75,632,6,BUENOS AIRES
BUENOS AIRES_QUILMES,"Quilmes, Buenos Aires",UNION POR LA PATRIA,3.75,0.22,0.21,0.97,30.99,22.51,0.44,0.07,0.42,0.47,0.22,0.86,0.15,0.13,38.59,11345.0,676.0,631.0,2938.0,93811.0,68126.0,1335.0,217.0,1259.0,1421.0,679.0,2597.0,451.0,386.0,116809.0,68.66,476056,326855,6.61,0.22,0.56,21607,727,BUENOS AIRES
BUENOS AIRES_RAMALLO,"Ramallo, Buenos Aires",JUNTOS POR EL CAMBIO,1.27,0.26,0.2,0.99,40.21,23.4,0.15,0.19,0.23,0.13,0.12,0.44,0.37,0.0,32.02,259.0,52.0,41.0,201.0,8173.0,4756.0,31.0,39.0,46.0,27.0,25.0,90.0,76.0,0.0,6509.0,72.79,30933,22515,9.48,0.03,0.21,2135,7,BUENOS AIRES
BUENOS AIRES_RAUCH,"Rauch, Buenos Aires",JUNTOS POR EL CAMBIO,1.13,0.01,0.08,0.98,41.82,22.28,0.11,0.21,0.14,0.12,0.12,0.67,0.02,0.0,32.29,96.0,1.0,7.0,83.0,3538.0,1885.0,9.0,18.0,12.0,10.0,10.0,57.0,2.0,0.0,2732.0,67.6,14026,9482,10.27,0.32,0.19,974,30,BUENOS AIRES
BUENOS AIRES_RIVADAVIA,"Rivadavia, Buenos Aires",JUNTOS POR EL CAMBIO,0.55,0.31,0.06,1.12,43.15,26.5,0.08,0.23,0.15,0.09,0.04,0.28,0.05,0.0,27.38,51.0,29.0,6.0,104.0,4006.0,2460.0,7.0,21.0,14.0,8.0,4.0,26.0,5.0,0.0,2542.0,71.19,14714,10475,10.96,0.04,0.38,1148,4,BUENOS AIRES
BUENOS AIRES_ROJAS,"Rojas, Buenos Aires",JUNTOS POR EL CAMBIO,1.4,0.41,0.21,2.08,44.64,27.86,0.17,0.29,0.29,0.43,0.12,0.56,0.0,0.01,21.54,191.0,56.0,28.0,283.0,6087.0,3799.0,23.0,39.0,40.0,58.0,16.0,76.0,0.0,2.0,2937.0,72.57,20963,15212,9.47,0.18,0.72,1440,27,BUENOS AIRES
BUENOS AIRES_ROQUE PEREZ,"Roque Perez, Buenos Aires",JUNTOS POR EL CAMBIO,0.67,0.0,0.05,1.02,42.02,23.81,0.08,0.23,0.07,0.22,0.01,0.42,0.0,0.0,31.4,49.0,0.0,4.0,75.0,3090.0,1751.0,6.0,17.0,5.0,16.0,1.0,31.0,0.0,0.0,2309.0,77.01,11430,8802,15.62,0.2,0.62,1375,18,BUENOS AIRES
BUENOS AIRES_SAAVEDRA,"Saavedra, Buenos Aires",JUNTOS POR EL CAMBIO,1.17,0.01,0.19,1.8,41.0,34.18,0.33,0.31,0.25,0.29,0.12,0.66,0.0,0.02,19.68,126.0,1.0,20.0,194.0,4421.0,3685.0,36.0,33.0,27.0,31.0,13.0,71.0,0.0,2.0,2122.0,67.97,18454,12544,11.99,0.63,1.43,1504,79,BUENOS AIRES
BUENOS AIRES_SALADILLO,"Saladillo, Buenos Aires",JUNTOS POR EL CAMBIO,1.32,0.0,0.11,1.19,43.21,28.73,0.22,0.36,0.28,0.48,0.1,0.48,0.0,0.0,23.51,243.0,0.0,20.0,219.0,7935.0,5275.0,41.0,66.0,51.0,89.0,19.0,88.0,0.0,0.0,4317.0,69.54,29199,20304,8.29,0.19,1.08,1683,38,BUENOS AIRES
BUENOS AIRES_SALLIQUELO,"Salliquelo, Buenos Aires",JUNTOS POR EL CAMBIO,0.45,0.0,0.12,1.09,44.55,21.43,0.1,0.14,0.19,0.1,0.02,0.19,0.0,0.0,31.61,22.0,0.0,6.0,53.0,2166.0,1042.0,5.0,7.0,9.0,5.0,1.0,9.0,0.0,0.0,1537.0,67.84,7830,5312,7.3,0.73,0.43,388,39,BUENOS AIRES
BUENOS AIRES_SALTO,"Salto, Buenos Aires",LA LIBERTAD AVANZA,1.65,0.37,0.15,2.1,31.93,33.59,0.29,0.25,0.25,0.5,0.21,0.51,0.0,0.0,28.21,335.0,76.0,31.0,427.0,6495.0,6832.0,59.0,50.0,50.0,102.0,43.0,103.0,0.0,0.0,5739.0,72.19,30355,21914,7.03,0.0,0.14,1541,0,BUENOS AIRES
BUENOS AIRES_SAN ANDRES DE GILES,"San Andres De Giles, Buenos Aires",JUNTOS POR EL CAMBIO,1.36,0.91,0.24,1.33,35.16,29.56,0.27,0.41,0.26,1.06,0.21,0.65,0.0,0.0,28.59,179.0,119.0,31.0,175.0,4616.0,3881.0,35.0,54.0,34.0,139.0,27.0,85.0,0.0,0.0,3753.0,69.88,20759,14506,9.2,0.0,0.3,1335,0,BUENOS AIRES
BUENOS AIRES_SAN ANTONIO DE ARECO,"San Antonio De Areco, Buenos Aires",JUNTOS POR EL CAMBIO,3.02,0.51,0.09,1.59,40.58,27.0,0.24,0.2,0.26,0.51,0.15,0.4,0.01,0.0,25.45,408.0,69.0,12.0,215.0,5483.0,3648.0,32.0,27.0,35.0,69.0,20.0,54.0,2.0,0.0,3439.0,69.72,20928,14592,6.35,0.14,0.9,927,21,BUENOS AIRES
BUENOS AIRES_SAN CAYETANO,"San Cayetano, Buenos Aires",JUNTOS POR EL CAMBIO,0.53,0.0,0.1,0.94,52.63,26.63,0.07,0.17,0.12,0.17,0.02,0.72,0.0,0.0,17.9,22.0,0.0,4.0,39.0,2188.0,1107.0,3.0,7.0,5.0,7.0,1.0,30.0,0.0,0.0,744.0,60.5,7368,4458,6.48,0.22,0.04,289,10,BUENOS AIRES
BUENOS AIRES_SAN FERNANDO,"San Fernando, Buenos Aires",UNION POR LA PATRIA,3.06,0.1,0.15,0.81,31.36,26.14,0.32,0.05,0.33,0.79,0.23,0.87,0.19,0.11,35.48,2706.0,89.0,137.0,721.0,27756.0,23140.0,281.0,45.0,294.0,700.0,202.0,768.0,170.0,101.0,31411.0,69.81,135581,94644,5.99,0.13,0.35,5666,125,BUENOS AIRES
BUENOS AIRES_SAN ISIDRO,"San Isidro, Buenos Aires",JUNTOS POR EL CAMBIO,2.88,0.14,0.13,0.91,51.45,21.65,0.34,0.02,0.35,0.53,0.19,0.88,0.18,0.08,20.28,5308.0,265.0,236.0,1675.0,94681.0,39833.0,630.0,34.0,637.0,975.0,348.0,1614.0,323.0,143.0,37321.0,70.85,272157,192819,3.43,0.18,0.96,6610,339,BUENOS AIRES
BUENOS AIRES_SAN MIGUEL,"San Miguel, Buenos Aires",JUNTOS POR EL CAMBIO,3.64,0.23,0.18,0.75,34.3,26.37,0.42,0.08,0.37,0.31,0.22,0.64,0.21,0.07,32.22,5695.0,367.0,276.0,1181.0,53720.0,41298.0,650.0,127.0,575.0,479.0,351.0,1002.0,326.0,111.0,50464.0,68.87,244175,168156,5.85,0.16,0.85,9845,267,BUENOS AIRES
