id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,COMPROMISO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,PROGRESISTAS_perc,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_perc,CAMBIEMOS_votos,COMPROMISO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,PROGRESISTAS_votos,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
CHUBUT_BIEDMA,"Biedma, Chubut",ALIANZA FRENTE PARA LA VICTORIA,20.46,0.84,3.39,41.85,3.27,30.19,8781,361,1453,17962,1404,12954,79.06,62379,49316,11.24,0.32,1.42,5541,160,700,CHUBUT
CHUBUT_CUSHAMEN,"Cushamen, Chubut",ALIANZA FRENTE PARA LA VICTORIA,16.02,0.64,4.8,57.6,2.05,18.89,2141,85,642,7699,274,2525,79.11,20593,16291,15.85,0.21,1.9,2582,34,309,CHUBUT
CHUBUT_ESCALANTE,"Escalante, Chubut",ALIANZA FRENTE PARA LA VICTORIA,21.68,1.02,3.69,41.22,3.52,28.86,22664,1069,3852,43083,3683,30165,78.56,142211,111722,4.73,0.12,1.6,5289,132,1785,CHUBUT
CHUBUT_FLORENTINO AMEGHINO,"F. Ameghino, Chubut",ALIANZA FRENTE PARA LA VICTORIA,10.33,0.55,1.32,57.47,2.2,28.13,94,5,12,523,20,256,85.55,1343,1149,20.02,0.52,0.26,230,6,3,CHUBUT
CHUBUT_FUTALEUFU,"Futaleufu, Chubut",ALIANZA FRENTE PARA LA VICTORIA,25.25,1.02,4.93,35.61,3.35,29.84,5828,236,1138,8219,774,6887,75.14,36227,27220,14.08,0.07,1.06,3832,18,288,CHUBUT
CHUBUT_GAIMAN,"Gaiman, Chubut",ALIANZA FRENTE PARA LA VICTORIA,20.68,0.93,1.94,44.17,1.59,30.68,1312,59,123,2802,101,1946,81.31,9078,7381,13.16,0.16,0.75,971,12,55,CHUBUT
CHUBUT_GASTRE,"Gastre, Chubut",ALIANZA FRENTE PARA LA VICTORIA,14.38,0.88,0.44,65.71,0.88,17.7,65,4,2,297,4,80,76.79,948,728,36.95,0.27,0.69,269,2,5,CHUBUT
CHUBUT_LANGUIÑEO,"Languiñeo, Chubut",ALIANZA FRENTE PARA LA VICTORIA,13.79,0.41,1.62,63.22,0.88,20.08,204,6,24,935,13,297,81.86,2508,2053,19.82,5.02,3.12,407,103,64,CHUBUT
CHUBUT_MARTIRES,"Martires, Chubut",ALIANZA FRENTE PARA LA VICTORIA,3.94,0.25,0.49,60.59,0.0,34.73,16,1,2,246,0,141,78.84,605,477,14.88,0.0,0.0,71,0,0,CHUBUT
CHUBUT_PASO DE INDIOS,"Paso De Indios, Chubut",ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),13.33,1.53,1.31,35.19,0.66,47.98,122,14,12,322,6,439,75.65,1540,1165,21.03,0.0,0.43,245,0,5,CHUBUT
CHUBUT_RAWSON,"Rawson, Chubut",ALIANZA FRENTE PARA LA VICTORIA,22.55,1.05,3.78,37.88,2.59,32.16,15793,733,2645,26533,1812,22529,79.71,100997,80502,11.18,0.18,1.63,9000,146,1311,CHUBUT
CHUBUT_RIO SENGUER,"Rio Senguer, Chubut",ALIANZA FRENTE PARA LA VICTORIA,14.36,0.65,1.85,60.59,0.97,21.57,442,20,57,1865,30,664,69.37,4975,3451,9.62,0.61,0.58,332,21,20,CHUBUT
CHUBUT_SARMIENTO,"Sarmiento, Chubut",ALIANZA FRENTE PARA LA VICTORIA,19.84,1.01,1.71,44.95,2.95,29.55,1198,61,103,2714,178,1784,72.97,9241,6743,8.65,0.09,1.72,583,6,116,CHUBUT
CHUBUT_TEHUELCHES,"Tehuelches, Chubut",ALIANZA FRENTE PARA LA VICTORIA,15.8,0.44,1.13,56.37,0.55,25.72,433,12,31,1545,15,705,74.1,4505,3338,15.67,1.32,0.9,523,44,30,CHUBUT
CHUBUT_TELSEN,"Telsen, Chubut",ALIANZA FRENTE PARA LA VICTORIA,12.04,0.84,0.84,66.95,1.4,17.93,43,3,3,239,5,64,59.54,613,365,0.55,0.27,1.37,2,1,5,CHUBUT
