id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
SANTA FE_9 DE JULIO,"9 De Julio, Santa Fe",LA LIBERTAD AVANZA,0.47,0.4,0.04,2.98,26.2,45.8,0.36,0.18,0.21,0.27,0.23,0.52,0.01,0.06,22.27,76.0,65.0,6.0,483.0,4246.0,7421.0,58.0,29.0,34.0,44.0,37.0,85.0,1.0,10.0,3609.0,64.31,26798,17234,4.01,0.05,1.92,691,8,SANTA FE
SANTA FE_BELGRANO,"Belgrano, Santa Fe",LA LIBERTAD AVANZA,1.18,0.0,0.18,7.99,32.82,40.3,0.21,0.1,0.32,0.17,0.12,1.13,0.11,0.18,15.19,309.0,0.0,48.0,2102.0,8630.0,10596.0,56.0,25.0,84.0,46.0,32.0,297.0,28.0,47.0,3994.0,70.32,39434,27731,3.74,0.05,1.4,1036,14,SANTA FE
SANTA FE_CASEROS,"Caseros, Santa Fe",JUNTOS POR EL CAMBIO,1.21,0.01,0.19,6.31,36.58,36.48,0.34,0.13,0.36,0.25,0.22,1.52,0.28,0.17,15.94,560.0,5.0,89.0,2929.0,16973.0,16929.0,159.0,61.0,169.0,114.0,100.0,706.0,131.0,78.0,7397.0,68.83,72274,49748,4.52,0.09,2.12,2251,43,SANTA FE
SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",LA LIBERTAD AVANZA,0.86,0.21,0.01,8.69,36.67,37.12,0.27,0.12,0.33,0.19,0.16,0.79,0.0,0.0,14.59,845.0,210.0,7.0,8562.0,36144.0,36592.0,264.0,119.0,322.0,189.0,153.0,775.0,1.0,1.0,14386.0,69.19,150694,104265,3.26,0.07,2.13,3401,70,SANTA FE
SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",LA LIBERTAD AVANZA,1.88,0.0,0.16,4.17,32.61,34.37,0.35,0.13,0.51,0.24,0.19,1.74,0.19,0.23,23.24,969.0,2.0,82.0,2147.0,16798.0,17707.0,178.0,69.0,263.0,123.0,99.0,894.0,96.0,118.0,11971.0,72.12,76627,55266,4.04,0.08,2.67,2234,42,SANTA FE
SANTA FE_GARAY,"Garay, Santa Fe",LA LIBERTAD AVANZA,0.7,0.41,0.12,1.98,28.53,41.56,0.24,0.17,0.34,0.16,0.22,0.69,0.09,0.19,24.59,83.0,48.0,14.0,235.0,3381.0,4924.0,29.0,20.0,40.0,19.0,26.0,82.0,11.0,23.0,2914.0,63.84,19882,12692,4.09,0.1,2.45,519,13,SANTA FE
SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",LA LIBERTAD AVANZA,1.08,0.0,0.12,4.78,35.58,39.85,0.23,0.09,0.23,0.21,0.22,1.54,0.25,0.15,15.65,1174.0,0.0,135.0,5169.0,38511.0,43130.0,252.0,99.0,253.0,229.0,241.0,1668.0,269.0,163.0,16939.0,68.34,166949,114087,3.24,0.07,1.82,3696,84,SANTA FE
SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",LA LIBERTAD AVANZA,0.94,0.16,0.2,3.05,30.9,38.63,0.33,0.18,0.33,0.36,0.26,0.9,0.06,0.13,23.59,902.0,150.0,194.0,2931.0,29655.0,37073.0,314.0,168.0,321.0,343.0,245.0,860.0,53.0,124.0,22634.0,66.43,153894,102231,3.82,0.09,2.22,3901,89,SANTA FE
SANTA FE_IRIONDO,"Iriondo, Santa Fe",LA LIBERTAD AVANZA,1.34,0.07,0.22,6.1,31.4,39.26,0.32,0.15,0.43,0.28,0.23,1.42,0.13,0.19,18.46,537.0,29.0,86.0,2441.0,12559.0,15703.0,128.0,60.0,172.0,110.0,92.0,568.0,53.0,74.0,7384.0,71.24,59887,42663,4.26,0.08,1.92,1817,33,SANTA FE
SANTA FE_LA CAPITAL,"La Capital, Santa Fe",LA LIBERTAD AVANZA,1.61,0.36,0.16,2.89,33.67,35.96,0.31,0.11,0.37,0.31,0.21,1.52,0.21,0.05,22.26,4594.0,1031.0,453.0,8274.0,96335.0,102896.0,894.0,315.0,1054.0,893.0,612.0,4336.0,607.0,131.0,63690.0,66.23,457221,302840,2.81,0.06,2.66,8497,169,SANTA FE
SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",LA LIBERTAD AVANZA,0.73,0.28,0.0,3.85,36.47,43.34,0.28,0.11,0.35,0.22,0.18,1.34,0.12,0.0,12.75,444.0,170.0,0.0,2354.0,22325.0,26533.0,169.0,68.0,216.0,133.0,112.0,822.0,71.0,0.0,7804.0,71.36,91070,64990,3.7,0.15,1.96,2403,95,SANTA FE
SANTA FE_ROSARIO,"Rosario, Santa Fe",LA LIBERTAD AVANZA,2.66,0.25,0.15,2.6,32.12,33.4,0.35,0.13,0.45,0.39,0.19,1.79,0.03,0.0,25.49,17102.0,1594.0,958.0,16731.0,206688.0,214942.0,2239.0,851.0,2883.0,2510.0,1197.0,11544.0,189.0,28.0,164011.0,65.27,1053869,687817,3.38,0.09,2.97,23266,636,SANTA FE
